,animacy,order,length,item,verb,particle,WorkerId,acceptability
3961,anim,unshifted,long,10_high_anim,rein,in,146,2
3962,inanim,shifted,long,10_low_inanim,have,on,125,4
3963,anim,unshifted,long,5_low_anim,laugh,down,46,2
3964,anim,unshifted,long,13_low_anim,talk,up,47,3
3965,inanim,unshifted,short,5_low_inanim,argue,down,127,5
3966,anim,unshifted,long,9_low_anim,lead,on,48,2
3967,inanim,unshifted,long,3_low_inanim,wish,away,52,2
3968,anim,unshifted,short,18_high_anim,pep,up,54,3
3969,inanim,unshifted,long,9_low_inanim,read,off,148,2
3970,inanim,unshifted,long,7_high_inanim,scale,back,55,2
3971,inanim,shifted,short,3_low_inanim,wish,away,130,3
3972,inanim,shifted,short,4_low_inanim,force,back,133,4
3973,anim,shifted,short,8_high_anim,bog,down,65,5
3974,anim,unshifted,long,6_low_anim,do,in,134,1
3975,inanim,unshifted,short,15_high_inanim,pass,on,66,5
3976,inanim,shifted,long,7_high_inanim,scale,back,67,4
3977,anim,shifted,short,9_low_anim,lead,on,68,4
3978,inanim,unshifted,short,20_high_inanim,divvy,up,70,4
3979,anim,shifted,long,14_high_anim,egg,on,71,2
3980,anim,shifted,long,10_high_anim,rein,in,136,4
3981,anim,unshifted,long,10_high_anim,rein,in,73,3
3982,anim,shifted,short,8_high_anim,bog,down,74,5
3983,inanim,shifted,long,9_low_inanim,read,off,77,5
3984,inanim,shifted,long,11_low_inanim,deal,out,78,4
3985,inanim,unshifted,short,7_high_inanim,scale,back,79,4
3986,inanim,unshifted,long,11_low_inanim,deal,out,80,1
3987,anim,unshifted,short,6_high_anim,bring,back,138,5
3988,inanim,unshifted,short,7_low_inanim,move,in,81,5
3989,anim,unshifted,short,13_high_anim,rip,off,82,5
3990,inanim,shifted,short,20_high_inanim,divvy,up,83,5
3991,anim,unshifted,long,3_low_anim,send,away,86,3
3992,inanim,shifted,long,7_low_inanim,move,in,88,4
3993,anim,shifted,long,6_high_anim,bring,back,89,3
3994,inanim,shifted,short,10_low_inanim,have,on,96,5
3995,inanim,shifted,long,15_high_inanim,pass,on,144,5
3996,anim,shifted,long,13_low_anim,talk,up,100,5
3997,inanim,unshifted,short,10_low_inanim,have,on,102,5
3998,anim,unshifted,short,9_low_anim,lead,on,106,3
3999,anim,shifted,long,10_high_anim,rein,in,1,5
4000,inanim,shifted,short,9_high_inanim,wolf,down,3,4
4001,anim,shifted,short,10_low_anim,show,out,4,4
4002,inanim,unshifted,short,3_low_inanim,wish,away,109,5
4003,inanim,shifted,short,7_low_inanim,move,in,9,5
4004,inanim,unshifted,short,10_low_inanim,have,on,10,5
4005,anim,shifted,long,18_high_anim,pep,up,11,5
4006,inanim,unshifted,short,16_high_inanim,flesh,out,13,5
4007,anim,unshifted,long,4_low_anim,drive,back,112,4
4008,anim,unshifted,long,18_high_anim,pep,up,150,1
4009,inanim,unshifted,short,15_high_inanim,pass,on,15,5
4010,anim,unshifted,long,7_low_anim,see,off,16,3
4011,inanim,shifted,long,9_low_inanim,read,off,18,5
4012,inanim,unshifted,short,9_low_inanim,read,off,114,5
4013,anim,unshifted,long,13_high_anim,rip,off,151,1
4014,inanim,unshifted,long,11_low_inanim,deal,out,115,4
4015,anim,shifted,short,15_high_anim,bail,out,156,5
4016,anim,unshifted,long,15_high_anim,bail,out,20,5
4017,inanim,unshifted,long,5_low_inanim,argue,down,24,4
4018,inanim,shifted,short,5_low_inanim,argue,down,152,2
4019,inanim,unshifted,short,9_low_inanim,read,off,25,4
4020,inanim,unshifted,long,9_high_inanim,wolf,down,117,2
4021,anim,shifted,short,7_low_anim,see,off,118,3
4022,inanim,shifted,short,3_low_inanim,wish,away,31,4
4023,anim,shifted,long,5_low_anim,laugh,down,32,2
4024,anim,shifted,long,5_high_anim,scare,away,154,5
4025,anim,unshifted,long,4_low_anim,drive,back,36,4
4026,inanim,unshifted,long,16_high_inanim,flesh,out,120,5
4027,anim,unshifted,short,13_low_anim,talk,up,38,5
4028,anim,shifted,long,13_low_anim,talk,up,121,5
4029,inanim,shifted,short,14_low_inanim,buy,up,123,4
4030,anim,unshifted,long,13_low_anim,talk,up,44,4
4031,anim,unshifted,long,3_low_anim,send,away,125,1
4032,inanim,shifted,short,3_low_inanim,wish,away,46,3
4033,anim,unshifted,long,6_high_anim,bring,back,126,4
4034,anim,unshifted,short,6_low_anim,do,in,49,4
4035,inanim,shifted,short,16_high_inanim,flesh,out,128,5
4036,anim,unshifted,short,4_low_anim,drive,back,55,2
4037,inanim,unshifted,long,7_low_inanim,move,in,129,2
4038,anim,shifted,short,10_low_anim,show,out,56,4
4039,anim,unshifted,long,18_high_anim,pep,up,130,1
4040,anim,shifted,long,5_low_anim,laugh,down,58,4
4041,inanim,shifted,long,10_low_inanim,have,on,60,4
4042,anim,shifted,long,15_high_anim,bail,out,61,4
4043,inanim,shifted,short,15_high_inanim,pass,on,132,5
4044,anim,shifted,long,7_low_anim,see,off,63,4
4045,anim,unshifted,short,4_low_anim,drive,back,64,4
4046,inanim,shifted,short,9_high_inanim,wolf,down,65,5
4047,anim,shifted,short,18_high_anim,pep,up,134,2
4048,inanim,shifted,short,5_high_inanim,squirrel,away,147,5
4049,anim,unshifted,long,13_high_anim,rip,off,66,2
4050,inanim,shifted,short,3_low_inanim,wish,away,67,4
4051,inanim,shifted,long,14_low_inanim,buy,up,68,5
4052,inanim,shifted,short,9_high_inanim,wolf,down,69,4
4053,inanim,shifted,long,5_low_inanim,argue,down,70,5
4054,inanim,shifted,short,5_low_inanim,argue,down,136,4
4055,inanim,shifted,long,10_low_inanim,have,on,72,5
4056,anim,unshifted,short,6_low_anim,do,in,74,5
4057,anim,shifted,short,5_high_anim,scare,away,76,5
4058,inanim,unshifted,short,7_low_inanim,move,in,138,5
4059,anim,unshifted,short,14_high_anim,egg,on,139,4
4060,inanim,unshifted,long,16_high_inanim,flesh,out,84,2
4061,inanim,shifted,short,14_high_inanim,stave,off,86,4
4062,anim,unshifted,long,5_low_anim,laugh,down,87,4
4063,anim,shifted,long,7_low_anim,see,off,88,4
4064,anim,shifted,long,13_low_anim,talk,up,91,5
4065,anim,unshifted,short,4_low_anim,drive,back,92,5
4066,anim,shifted,long,9_low_anim,lead,on,93,4
4067,inanim,unshifted,long,7_low_inanim,move,in,141,3
4068,inanim,shifted,long,3_low_inanim,wish,away,94,1
4069,anim,unshifted,long,9_low_anim,lead,on,95,1
4070,anim,shifted,short,6_low_anim,do,in,142,3
4071,anim,shifted,long,6_high_anim,bring,back,145,3
4072,inanim,shifted,long,9_low_inanim,read,off,149,5
4073,inanim,unshifted,short,14_high_inanim,stave,off,99,3
4074,anim,unshifted,short,3_low_anim,send,away,101,5
4075,anim,shifted,long,6_low_anim,do,in,102,4
4076,inanim,shifted,short,7_high_inanim,scale,back,104,5
4077,inanim,unshifted,long,15_high_inanim,pass,on,1,4
4078,inanim,unshifted,long,20_high_inanim,divvy,up,107,4
4079,inanim,unshifted,short,7_high_inanim,scale,back,2,4
4080,inanim,unshifted,long,10_low_inanim,have,on,3,4
4081,anim,unshifted,short,3_low_anim,send,away,108,5
4082,inanim,unshifted,short,13_high_inanim,factor,in,5,5
4083,anim,shifted,short,4_low_anim,drive,back,6,3
4084,anim,shifted,short,3_low_anim,send,away,9,5
4085,inanim,unshifted,long,16_high_inanim,flesh,out,10,4
4086,anim,shifted,short,15_high_anim,bail,out,14,1
4087,inanim,shifted,long,5_high_inanim,squirrel,away,112,4
4088,anim,shifted,short,9_low_anim,lead,on,150,1
4089,inanim,shifted,short,5_low_inanim,argue,down,17,5
4090,inanim,shifted,short,13_high_inanim,factor,in,151,5
4091,inanim,unshifted,short,7_high_inanim,scale,back,115,5
4092,anim,shifted,short,3_low_anim,send,away,116,5
4093,anim,unshifted,long,9_low_anim,lead,on,27,2
4094,anim,shifted,short,13_high_anim,rip,off,28,4
4095,anim,shifted,short,6_low_anim,do,in,30,5
4096,anim,shifted,long,7_low_anim,see,off,31,2
4097,anim,unshifted,short,10_low_anim,show,out,154,5
4098,anim,unshifted,long,14_high_anim,egg,on,119,2
4099,inanim,unshifted,short,9_high_inanim,wolf,down,35,5
4100,inanim,shifted,long,5_low_inanim,argue,down,36,5
4101,inanim,shifted,short,5_low_inanim,argue,down,37,4
4102,inanim,shifted,short,9_low_inanim,read,off,38,5
4103,anim,shifted,short,5_high_anim,scare,away,124,3
4104,anim,unshifted,short,3_low_anim,send,away,40,5
4105,anim,unshifted,short,13_low_anim,talk,up,41,5
4106,anim,shifted,long,15_high_anim,bail,out,44,5
4107,anim,unshifted,short,6_high_anim,bring,back,45,5
4108,inanim,shifted,short,3_low_inanim,wish,away,146,4
4109,anim,unshifted,long,10_high_anim,rein,in,46,2
4110,inanim,unshifted,short,14_low_inanim,buy,up,47,3
4111,anim,unshifted,long,10_high_anim,rein,in,127,3
4112,inanim,shifted,long,7_low_inanim,move,in,128,4
4113,inanim,shifted,short,10_low_inanim,have,on,155,5
4114,anim,unshifted,short,8_high_anim,bog,down,55,3
4115,inanim,unshifted,short,7_high_inanim,scale,back,56,4
4116,inanim,unshifted,short,11_low_inanim,deal,out,57,2
4117,anim,unshifted,long,13_high_anim,rip,off,59,2
4118,inanim,unshifted,short,15_high_inanim,pass,on,131,5
4119,anim,shifted,long,13_high_anim,rip,off,62,4
4120,anim,unshifted,long,6_low_anim,do,in,133,1
4121,inanim,shifted,short,3_low_inanim,wish,away,63,2
4122,inanim,shifted,short,14_high_inanim,stave,off,64,4
4123,anim,unshifted,long,5_low_anim,laugh,down,67,1
4124,inanim,shifted,short,7_high_inanim,scale,back,135,4
4125,anim,shifted,long,3_low_anim,send,away,69,4
4126,anim,shifted,long,5_low_anim,laugh,down,136,3
4127,anim,unshifted,long,3_low_anim,send,away,72,3
4128,anim,unshifted,long,6_high_anim,bring,back,137,4
4129,inanim,shifted,long,14_low_inanim,buy,up,73,5
4130,inanim,shifted,long,14_low_inanim,buy,up,74,5
4131,anim,shifted,long,18_high_anim,pep,up,75,4
4132,anim,unshifted,short,6_high_anim,bring,back,81,5
4133,inanim,unshifted,long,13_high_inanim,factor,in,82,3
4134,anim,unshifted,short,10_low_anim,show,out,84,5
4135,inanim,shifted,long,5_high_inanim,squirrel,away,85,5
4136,inanim,shifted,short,16_high_inanim,flesh,out,87,4
4137,inanim,shifted,long,7_low_inanim,move,in,89,3
4138,anim,shifted,long,14_high_anim,egg,on,90,5
4139,inanim,unshifted,short,4_low_inanim,force,back,91,5
4140,inanim,unshifted,short,15_high_inanim,pass,on,94,2
4141,inanim,shifted,short,5_high_inanim,squirrel,away,142,5
4142,inanim,shifted,short,16_high_inanim,flesh,out,97,4
4143,anim,shifted,long,4_low_anim,drive,back,98,4
4144,inanim,shifted,short,13_high_inanim,factor,in,149,5
4145,inanim,shifted,short,20_high_inanim,divvy,up,101,5
4146,anim,unshifted,short,10_high_anim,rein,in,102,5
4147,inanim,unshifted,long,14_low_inanim,buy,up,1,2
4148,anim,unshifted,short,7_low_anim,see,off,2,5
4149,anim,unshifted,long,10_low_anim,show,out,3,3
4150,inanim,unshifted,long,5_low_inanim,argue,down,4,4
4151,inanim,unshifted,long,9_high_inanim,wolf,down,9,4
4152,anim,unshifted,short,10_high_anim,rein,in,110,5
4153,anim,unshifted,short,9_low_anim,lead,on,11,5
4154,anim,unshifted,long,6_low_anim,do,in,12,1
4155,inanim,shifted,short,10_low_inanim,have,on,111,4
4156,anim,shifted,short,9_low_anim,lead,on,14,2
4157,inanim,unshifted,long,20_high_inanim,divvy,up,150,4
4158,inanim,shifted,long,20_high_inanim,divvy,up,113,5
4159,anim,shifted,long,10_high_anim,rein,in,17,5
4160,inanim,shifted,short,9_high_inanim,wolf,down,19,4
4161,inanim,unshifted,short,7_low_inanim,move,in,21,4
4162,anim,shifted,long,15_high_anim,bail,out,24,5
4163,anim,shifted,long,10_low_anim,show,out,152,2
4164,inanim,shifted,short,3_low_inanim,wish,away,26,5
4165,inanim,unshifted,long,9_high_inanim,wolf,down,27,4
4166,anim,unshifted,short,13_high_anim,rip,off,29,4
4167,anim,shifted,short,6_high_anim,bring,back,118,4
4168,inanim,shifted,long,20_high_inanim,divvy,up,30,5
4169,inanim,shifted,short,9_high_inanim,wolf,down,31,5
4170,anim,unshifted,long,18_high_anim,pep,up,33,5
4171,inanim,shifted,long,7_high_inanim,scale,back,34,5
4172,anim,unshifted,long,8_high_anim,bog,down,36,4
4173,anim,shifted,long,6_high_anim,bring,back,122,5
4174,anim,unshifted,long,13_high_anim,rip,off,39,4
4175,anim,shifted,short,6_low_anim,do,in,124,2
4176,anim,shifted,long,14_high_anim,egg,on,41,4
4177,inanim,unshifted,short,9_high_inanim,wolf,down,42,5
4178,anim,shifted,long,5_low_anim,laugh,down,43,5
4179,anim,unshifted,short,13_low_anim,talk,up,146,4
4180,anim,unshifted,long,6_high_anim,bring,back,125,1
4181,anim,shifted,long,4_low_anim,drive,back,47,4
4182,anim,unshifted,long,7_low_anim,see,off,126,4
4183,anim,shifted,short,9_low_anim,lead,on,127,4
4184,inanim,shifted,long,15_high_inanim,pass,on,49,5
4185,inanim,unshifted,long,15_high_inanim,pass,on,50,2
4186,anim,unshifted,short,5_high_anim,scare,away,128,5
4187,anim,unshifted,long,7_low_anim,see,off,51,2
4188,anim,shifted,long,4_low_anim,drive,back,155,3
4189,inanim,shifted,short,20_high_inanim,divvy,up,53,4
4190,anim,shifted,long,6_low_anim,do,in,54,4
4191,inanim,unshifted,long,13_high_inanim,factor,in,57,3
4192,anim,shifted,short,6_low_anim,do,in,60,4
4193,anim,shifted,short,10_high_anim,rein,in,131,3
4194,inanim,unshifted,long,9_low_inanim,read,off,62,2
4195,inanim,unshifted,short,15_high_inanim,pass,on,133,5
4196,inanim,unshifted,short,5_high_inanim,squirrel,away,63,4
4197,anim,unshifted,long,10_high_anim,rein,in,65,1
4198,inanim,unshifted,long,20_high_inanim,divvy,up,67,5
4199,anim,unshifted,short,18_high_anim,pep,up,135,4
4200,inanim,shifted,short,15_high_inanim,pass,on,70,5
4201,inanim,unshifted,long,7_high_inanim,scale,back,72,5
4202,inanim,shifted,long,13_high_inanim,factor,in,137,5
4203,anim,shifted,long,14_high_anim,egg,on,74,5
4204,inanim,unshifted,long,15_high_inanim,pass,on,75,2
4205,anim,shifted,short,5_low_anim,laugh,down,77,3
4206,anim,unshifted,short,10_low_anim,show,out,78,4
4207,anim,unshifted,long,5_high_anim,scare,away,79,5
4208,anim,shifted,short,10_low_anim,show,out,80,3
4209,anim,unshifted,long,6_low_anim,do,in,81,1
4210,anim,unshifted,long,18_high_anim,pep,up,82,4
4211,inanim,unshifted,short,16_high_inanim,flesh,out,140,4
4212,inanim,unshifted,long,10_low_inanim,have,on,87,4
4213,inanim,shifted,short,9_high_inanim,wolf,down,88,4
4214,anim,shifted,long,7_low_anim,see,off,90,5
4215,inanim,unshifted,short,14_low_inanim,buy,up,93,5
4216,anim,shifted,long,5_high_anim,scare,away,95,5
4217,anim,shifted,short,9_low_anim,lead,on,145,4
4218,inanim,unshifted,short,11_low_inanim,deal,out,97,4
4219,anim,shifted,long,9_low_anim,lead,on,149,5
4220,anim,shifted,short,3_low_anim,send,away,100,5
4221,inanim,shifted,long,14_high_inanim,stave,off,102,3
4222,anim,shifted,short,7_low_anim,see,off,103,3
4223,anim,unshifted,long,9_low_anim,lead,on,104,2
4224,inanim,unshifted,long,7_high_inanim,scale,back,106,5
4225,inanim,shifted,long,3_low_inanim,wish,away,2,2
4226,anim,shifted,short,14_high_anim,egg,on,5,5
4227,anim,shifted,short,13_low_anim,talk,up,109,5
4228,anim,unshifted,short,9_low_anim,lead,on,16,4
4229,anim,unshifted,long,7_low_anim,see,off,113,4
4230,anim,shifted,short,18_high_anim,pep,up,18,4
4231,anim,unshifted,long,5_high_anim,scare,away,115,5
4232,inanim,shifted,short,9_low_inanim,read,off,19,5
4233,anim,unshifted,short,10_low_anim,show,out,20,4
4234,anim,unshifted,short,4_low_anim,drive,back,23,5
4235,inanim,shifted,short,5_high_inanim,squirrel,away,152,3
4236,inanim,shifted,long,20_high_inanim,divvy,up,25,5
4237,anim,shifted,long,6_high_anim,bring,back,26,5
4238,inanim,unshifted,short,10_low_inanim,have,on,116,5
4239,anim,shifted,short,3_low_anim,send,away,117,4
4240,anim,unshifted,long,7_low_anim,see,off,28,2
4241,anim,shifted,short,3_low_anim,send,away,118,3
4242,anim,shifted,short,8_high_anim,bog,down,31,5
4243,anim,shifted,short,9_low_anim,lead,on,34,3
4244,anim,shifted,long,18_high_anim,pep,up,37,3
4245,anim,unshifted,short,10_low_anim,show,out,121,5
4246,anim,unshifted,long,9_low_anim,lead,on,123,2
4247,anim,unshifted,long,13_low_anim,talk,up,45,5
4248,inanim,unshifted,short,9_low_inanim,read,off,125,5
4249,anim,shifted,short,9_low_anim,lead,on,46,5
4250,inanim,shifted,long,7_low_inanim,move,in,127,2
4251,inanim,shifted,long,10_low_inanim,have,on,50,5
4252,anim,shifted,long,7_low_anim,see,off,128,3
4253,inanim,unshifted,long,14_low_inanim,buy,up,51,1
4254,inanim,shifted,short,7_high_inanim,scale,back,52,5
4255,anim,unshifted,short,14_high_anim,egg,on,53,2
4256,inanim,shifted,long,5_high_inanim,squirrel,away,148,5
4257,inanim,shifted,short,5_low_inanim,argue,down,55,5
4258,inanim,unshifted,long,13_high_inanim,factor,in,130,2
4259,anim,shifted,short,5_high_anim,scare,away,58,5
4260,inanim,unshifted,short,7_high_inanim,scale,back,59,4
4261,inanim,unshifted,short,13_high_inanim,factor,in,62,5
4262,anim,unshifted,long,14_high_anim,egg,on,64,2
4263,anim,unshifted,short,6_high_anim,bring,back,134,5
4264,anim,shifted,short,18_high_anim,pep,up,66,4
4265,inanim,unshifted,short,11_low_inanim,deal,out,67,3
4266,anim,shifted,long,13_low_anim,talk,up,135,4
4267,inanim,unshifted,short,5_low_inanim,argue,down,71,3
4268,inanim,unshifted,short,3_low_inanim,wish,away,136,5
4269,inanim,shifted,long,7_high_inanim,scale,back,74,5
4270,inanim,unshifted,short,9_low_inanim,read,off,76,4
4271,anim,unshifted,short,6_high_anim,bring,back,77,5
4272,anim,unshifted,long,5_high_anim,scare,away,80,2
4273,anim,shifted,long,8_high_anim,bog,down,139,4
4274,inanim,shifted,short,4_low_inanim,force,back,83,5
4275,anim,unshifted,long,7_low_anim,see,off,86,2
4276,anim,shifted,short,15_high_anim,bail,out,89,5
4277,anim,unshifted,long,8_high_anim,bog,down,91,5
4278,anim,shifted,long,10_low_anim,show,out,92,5
4279,inanim,shifted,short,10_low_inanim,have,on,94,4
4280,inanim,unshifted,short,20_high_inanim,divvy,up,95,5
4281,anim,shifted,long,10_high_anim,rein,in,142,4
4282,anim,shifted,short,15_high_anim,bail,out,145,5
4283,inanim,unshifted,short,7_low_inanim,move,in,98,5
4284,inanim,unshifted,short,20_high_inanim,divvy,up,153,5
4285,inanim,unshifted,long,10_low_inanim,have,on,99,4
4286,anim,unshifted,long,9_low_anim,lead,on,102,2
4287,inanim,unshifted,long,16_high_inanim,flesh,out,103,2
4288,inanim,unshifted,long,14_low_inanim,buy,up,106,5
4289,anim,unshifted,long,3_low_anim,send,away,1,4
4290,inanim,unshifted,short,5_high_inanim,squirrel,away,107,4
4291,inanim,shifted,short,9_low_inanim,read,off,3,4
4292,anim,shifted,long,4_low_anim,drive,back,108,3
4293,anim,shifted,short,7_low_anim,see,off,5,5
4294,inanim,unshifted,long,20_high_inanim,divvy,up,6,4
4295,inanim,shifted,short,7_low_inanim,move,in,7,2
4296,inanim,shifted,short,7_high_inanim,scale,back,8,5
4297,inanim,unshifted,long,15_high_inanim,pass,on,11,3
4298,inanim,unshifted,short,15_high_inanim,pass,on,12,5
4299,inanim,unshifted,short,15_high_inanim,pass,on,111,5
4300,anim,unshifted,long,6_high_anim,bring,back,13,3
4301,inanim,shifted,long,14_low_inanim,buy,up,150,5
4302,anim,unshifted,short,7_low_anim,see,off,15,4
4303,inanim,shifted,long,9_high_inanim,wolf,down,18,5
4304,anim,unshifted,short,15_high_anim,bail,out,114,5
4305,anim,unshifted,long,13_low_anim,talk,up,151,1
4306,inanim,shifted,long,9_high_inanim,wolf,down,115,5
4307,inanim,shifted,long,10_low_inanim,have,on,23,5
4308,inanim,unshifted,long,16_high_inanim,flesh,out,116,3
4309,anim,unshifted,short,10_high_anim,rein,in,27,3
4310,inanim,shifted,short,9_high_inanim,wolf,down,29,5
4311,inanim,unshifted,short,5_high_inanim,squirrel,away,33,5
4312,inanim,shifted,long,10_low_inanim,have,on,119,5
4313,inanim,shifted,long,20_high_inanim,divvy,up,35,5
4314,anim,shifted,long,6_low_anim,do,in,36,3
4315,anim,shifted,long,5_low_anim,laugh,down,37,4
4316,anim,unshifted,short,5_high_anim,scare,away,38,5
4317,inanim,shifted,short,7_low_inanim,move,in,121,5
4318,inanim,shifted,short,16_high_inanim,flesh,out,122,5
4319,anim,shifted,short,6_high_anim,bring,back,123,3
4320,inanim,unshifted,short,16_high_inanim,flesh,out,124,2
4321,inanim,unshifted,long,15_high_inanim,pass,on,125,2
4322,anim,unshifted,long,13_high_anim,rip,off,47,3
